VentaID,FechaID,Fecha,ClienteID,ProductoID,SucursalID,Cantidad,PrecioUnitario,PorcentajeDescuento,MontoDescuento,PrecioConDescuento,MontoNeto,CostoTotal,UtilidadBruta,MargenBruto,IVA,MontoConIVA,Canal,MetodoPago,Estatus
VEN011311,20241103,2024-11-03,CLI0189,PROD0125,SUC008,4,540.75,0.0,0.0,540.75,2163.0,1390.8,772.2,0.357,346.08,2509.08,Presencial,Tarjeta Crédito,Completada
VEN011312,20240320,2024-03-20,CLI0495,PROD0018,SUC013,1,175.54,0.2,35.11,140.43,140.43,65.51,74.92,0.5335,22.47,162.9,Web,Tarjeta Débito,Completada
VEN011313,20250219,2025-02-19,CLI0677,PROD0097,SUC011,2,306.83,0.0,0.0,306.83,613.66,284.0,329.66,0.5372,98.19,711.85,Presencial,Tarjeta Crédito,Completada
VEN011314,20240910,2024-09-10,CLI0691,PROD0068,SUC015,2,573.65,0.15,172.1,487.6,975.2,427.26,547.94,0.5619,156.03,1131.23,App Móvil,Tarjeta Crédito,Completada
VEN011315,20250425,2025-04-25,CLI0069,PROD0168,SUC019,1,258.68,0.0,0.0,258.68,258.68,144.34,114.34,0.442,41.39,300.07,Presencial,Tarjeta Débito,Completada
VEN011316,20251224,2025-12-24,CLI0765,PROD0078,SUC017,3,451.6,0.0,0.0,451.6,1354.8,737.97,616.83,0.4553,216.77,1571.57,App Móvil,Efectivo,Completada
VEN011317,20240420,2024-04-20,CLI0657,PROD0184,SUC019,2,1119.53,0.0,0.0,1119.53,2239.06,1337.62,901.44,0.4026,358.25,2597.31,Teléfono,Efectivo,Completada
VEN011318,20240710,2024-07-10,CLI0417,PROD0051,SUC002,1,809.48,0.2,161.9,647.58,647.58,295.38,352.2,0.5439,103.61,751.19,Web,Tarjeta Débito,Completada
VEN011319,20241222,2024-12-22,CLI0572,PROD0190,SUC020,2,613.64,0.0,0.0,613.64,1227.28,796.76,430.52,0.3508,196.36,1423.64,Presencial,Tarjeta Débito,Completada
VEN011320,20251221,2025-12-21,CLI0770,PROD0163,SUC008,5,2784.76,0.2,2784.76,2227.81,11139.05,5962.15,5176.9,0.4648,1782.25,12921.3,App Móvil,Tarjeta Débito,Completada
VEN011321,20250911,2025-09-11,CLI0257,PROD0093,SUC007,2,351.19,0.25,175.6,263.39,526.78,362.0,164.78,0.3128,84.28,611.06,App Móvil,Tarjeta Crédito,Completada
VEN011322,20251127,2025-11-27,CLI0944,PROD0051,SUC010,1,809.48,0.25,202.37,607.11,607.11,295.38,311.73,0.5135,97.14,704.25,App Móvil,OXXO Pay,Completada
VEN011323,20241102,2024-11-02,CLI0130,PROD0055,SUC017,1,646.82,0.0,0.0,646.82,646.82,307.69,339.13,0.5243,103.49,750.31,Presencial,Tarjeta Débito,Completada
VEN011324,20251229,2025-12-29,CLI0906,PROD0130,SUC020,2,199.98,0.0,0.0,199.98,399.96,250.1,149.86,0.3747,63.99,463.95,App Móvil,Tarjeta Débito,Completada
VEN011325,20240411,2024-04-11,CLI0739,PROD0092,SUC012,5,409.89,0.0,0.0,409.89,2049.45,1171.9,877.55,0.4282,327.91,2377.36,Presencial,Efectivo,Completada
VEN011326,20240222,2024-02-22,CLI0658,PROD0059,SUC004,3,659.99,0.1,198.0,593.99,1781.97,937.11,844.86,0.4741,285.12,2067.09,Web,Transferencia,Completada
VEN011327,20251111,2025-11-11,CLI0076,PROD0102,SUC005,1,395.49,0.0,0.0,395.49,395.49,205.93,189.56,0.4793,63.28,458.77,App Móvil,Efectivo,Completada
VEN011328,20251207,2025-12-07,CLI0921,PROD0122,SUC010,5,375.71,0.1,187.86,338.14,-1690.7,1105.55,-585.15,0.3461,270.51,1961.21,Web,Tarjeta Débito,Devuelta
VEN011329,20240329,2024-03-29,CLI0298,PROD0003,SUC009,5,113.02,0.0,0.0,113.02,565.1,265.75,299.35,0.5297,90.42,655.52,Presencial,Tarjeta Crédito,Completada
VEN011330,20240422,2024-04-22,CLI0745,PROD0011,SUC006,2,745.06,0.0,0.0,745.06,1490.12,623.92,866.2,0.5813,238.42,1728.54,App Móvil,OXXO Pay,Completada
VEN011331,20240208,2024-02-08,CLI0890,PROD0011,SUC018,2,745.06,0.0,0.0,745.06,1490.12,623.92,866.2,0.5813,238.42,1728.54,Presencial,Tarjeta Crédito,Completada
VEN011332,20240413,2024-04-13,CLI0239,PROD0032,SUC007,2,631.6,0.05,63.16,600.02,1200.04,637.92,562.12,0.4684,192.01,1392.05,Web,Tarjeta Crédito,Completada
VEN011333,20240707,2024-07-07,CLI0917,PROD0062,SUC013,4,616.59,0.0,0.0,616.59,2466.36,1185.08,1281.28,0.5195,394.62,2860.98,Presencial,Tarjeta Débito,Completada
VEN011334,20251221,2025-12-21,CLI0610,PROD0138,SUC011,2,3007.61,0.0,0.0,3007.61,6015.22,1278.24,4736.98,0.7875,962.44,6977.66,Presencial,Tarjeta Débito,Completada
VEN011335,20250526,2025-05-26,CLI0656,PROD0051,SUC019,1,809.48,0.0,0.0,809.48,809.48,295.38,514.1,0.6351,129.52,939.0,Web,Tarjeta Débito,Completada
VEN011336,20250918,2025-09-18,CLI0917,PROD0003,SUC013,1,113.02,0.1,11.3,101.72,101.72,53.15,48.57,0.4775,16.28,118.0,Web,Tarjeta Débito,Completada
VEN011337,20250915,2025-09-15,CLI0528,PROD0071,SUC008,5,414.37,0.0,0.0,414.37,2071.85,1149.9,921.95,0.445,331.5,2403.35,Presencial,Efectivo,Cancelada
VEN011338,20250208,2025-02-08,CLI0446,PROD0199,SUC014,5,2470.06,0.05,617.52,2346.56,11732.8,7999.3,3733.5,0.3182,1877.25,13610.05,Teléfono,Tarjeta Crédito,Completada
VEN011339,20251006,2025-10-06,CLI0634,PROD0051,SUC008,5,809.48,0.25,1011.85,607.11,3035.55,1476.9,1558.65,0.5135,485.69,3521.24,App Móvil,Tarjeta Débito,Completada
VEN011340,20250405,2025-04-05,CLI0557,PROD0190,SUC002,2,613.64,0.0,0.0,613.64,1227.28,796.76,430.52,0.3508,196.36,1423.64,Teléfono,Tarjeta Crédito,Completada
VEN011341,20241020,2024-10-20,CLI0054,PROD0012,SUC011,1,1195.34,0.05,59.77,1135.57,1135.57,502.4,633.17,0.5576,181.69,1317.26,Presencial,Tarjeta Crédito,Cancelada
VEN011342,20250227,2025-02-27,CLI0168,PROD0022,SUC018,5,984.35,0.0,0.0,984.35,4921.75,1958.85,2962.9,0.602,787.48,5709.23,Web,Tarjeta Débito,Completada
VEN011343,20250208,2025-02-08,CLI0012,PROD0120,SUC019,3,162.63,0.0,0.0,162.63,487.89,327.57,160.32,0.3286,78.06,565.95,Web,Tarjeta Crédito,Completada
VEN011344,20251028,2025-10-28,CLI0099,PROD0075,SUC012,4,501.04,0.0,0.0,501.04,2004.16,1148.6,855.56,0.4269,320.67,2324.83,Presencial,Efectivo,Completada
VEN011345,20251226,2025-12-26,CLI0729,PROD0128,SUC015,3,638.65,0.25,478.99,478.99,1436.97,1216.26,220.71,0.1536,229.92,1666.89,Presencial,Tarjeta Débito,Completada
VEN011346,20241201,2024-12-01,CLI0003,PROD0160,SUC013,1,2849.84,0.25,712.46,2137.38,-2137.38,761.19,-1376.19,0.6439,341.98,2479.36,Presencial,Tarjeta Crédito,Devuelta
VEN011347,20250902,2025-09-02,CLI0308,PROD0036,SUC017,2,577.43,0.2,230.97,461.94,923.88,569.0,354.88,0.3841,147.82,1071.7,Presencial,Efectivo,Completada
VEN011348,20240408,2024-04-08,CLI0455,PROD0114,SUC002,1,666.99,0.0,0.0,666.99,666.99,452.69,214.3,0.3213,106.72,773.71,Presencial,OXXO Pay,Completada
VEN011349,20250916,2025-09-16,CLI0941,PROD0097,SUC010,1,306.83,0.0,0.0,306.83,306.83,142.0,164.83,0.5372,49.09,355.92,Presencial,Tarjeta Débito,Completada
VEN011350,20241117,2024-11-17,CLI0332,PROD0159,SUC007,3,2910.17,0.0,0.0,2910.17,8730.51,2894.16,5836.35,0.6685,1396.88,10127.39,App Móvil,Transferencia,Completada
VEN011351,20240212,2024-02-12,CLI0782,PROD0063,SUC001,2,526.27,0.0,0.0,526.27,1052.54,309.98,742.56,0.7055,168.41,1220.95,App Móvil,OXXO Pay,Completada
VEN011352,20241114,2024-11-14,CLI0418,PROD0007,SUC017,3,1034.38,0.0,0.0,1034.38,-3103.14,1325.34,-1777.8,0.5729,496.5,3599.64,App Móvil,Tarjeta Crédito,Devuelta
VEN011353,20250420,2025-04-20,CLI0089,PROD0091,SUC003,3,244.61,0.0,0.0,244.61,733.83,353.13,380.7,0.5188,117.41,851.24,Presencial,OXXO Pay,Completada
VEN011354,20240428,2024-04-28,CLI0090,PROD0189,SUC008,1,620.8,0.15,93.12,527.68,527.68,441.82,85.86,0.1627,84.43,612.11,Presencial,Efectivo,Completada
VEN011355,20251206,2025-12-06,CLI0440,PROD0002,SUC018,4,257.01,0.0,0.0,257.01,1028.04,547.96,480.08,0.467,164.49,1192.53,Presencial,Efectivo,Cancelada
VEN011356,20240316,2024-03-16,CLI0053,PROD0033,SUC015,1,106.87,0.0,0.0,106.87,106.87,42.06,64.81,0.6064,17.1,123.97,Presencial,Efectivo,Completada
VEN011357,20251208,2025-12-08,CLI0572,PROD0046,SUC012,1,498.77,0.0,0.0,498.77,498.77,248.89,249.88,0.501,79.8,578.57,Web,Tarjeta Crédito,Completada
VEN011358,20250705,2025-07-05,CLI0493,PROD0128,SUC008,1,638.65,0.1,63.86,574.78,574.78,405.42,169.36,0.2947,91.96,666.74,Presencial,Transferencia,Completada
VEN011359,20241101,2024-11-01,CLI0705,PROD0048,SUC011,1,228.47,0.0,0.0,228.47,228.47,97.88,130.59,0.5716,36.56,265.03,Presencial,Tarjeta Crédito,Completada
VEN011360,20241124,2024-11-24,CLI0174,PROD0033,SUC002,4,106.87,0.15,64.12,90.84,363.36,168.24,195.12,0.537,58.14,421.5,Presencial,Tarjeta Crédito,Completada
VEN011361,20250811,2025-08-11,CLI0594,PROD0106,SUC015,1,460.28,0.0,0.0,460.28,460.28,233.73,226.55,0.4922,73.64,533.92,Web,OXXO Pay,Completada
VEN011362,20250410,2025-04-10,CLI0162,PROD0005,SUC006,1,378.89,0.0,0.0,378.89,378.89,154.66,224.23,0.5918,60.62,439.51,Web,Efectivo,Completada
VEN011363,20250528,2025-05-28,CLI0721,PROD0022,SUC011,5,984.35,0.0,0.0,984.35,-4921.75,1958.85,-2962.9,0.602,787.48,5709.23,App Móvil,Tarjeta Crédito,Devuelta
VEN011364,20241124,2024-11-24,CLI0311,PROD0060,SUC002,1,407.29,0.2,81.46,325.83,325.83,140.43,185.4,0.569,52.13,377.96,Presencial,Tarjeta Débito,Completada
VEN011365,20241228,2024-12-28,CLI0613,PROD0052,SUC015,1,148.98,0.25,37.24,111.73,111.73,72.49,39.24,0.3512,17.88,129.61,Teléfono,OXXO Pay,Cancelada
VEN011366,20251228,2025-12-28,CLI0886,PROD0051,SUC019,1,809.48,0.1,80.95,728.53,728.53,295.38,433.15,0.5946,116.56,845.09,App Móvil,Tarjeta Débito,Completada
VEN011367,20240712,2024-07-12,CLI0490,PROD0013,SUC010,2,292.63,0.0,0.0,292.63,585.26,257.58,327.68,0.5599,93.64,678.9,Presencial,Tarjeta Débito,Completada
VEN011368,20241204,2024-12-04,CLI0181,PROD0052,SUC002,1,148.98,0.0,0.0,148.98,148.98,72.49,76.49,0.5134,23.84,172.82,App Móvil,Transferencia,Completada
VEN011369,20241002,2024-10-02,CLI0892,PROD0136,SUC019,5,3967.71,0.0,0.0,3967.71,19838.55,5288.95,14549.6,0.7334,3174.17,23012.72,Presencial,Tarjeta Crédito,Completada
VEN011370,20250904,2025-09-04,CLI0363,PROD0060,SUC010,2,407.29,0.0,0.0,407.29,814.58,280.86,533.72,0.6552,130.33,944.91,Presencial,Tarjeta Débito,Completada
VEN011371,20250902,2025-09-02,CLI0730,PROD0093,SUC002,2,351.19,0.05,35.12,333.63,667.26,362.0,305.26,0.4575,106.76,774.02,Presencial,Tarjeta Crédito,Completada
VEN011372,20241002,2024-10-02,CLI0327,PROD0021,SUC005,1,227.36,0.2,45.47,181.89,181.89,113.52,68.37,0.3759,29.1,210.99,Presencial,Tarjeta Crédito,Completada
VEN011373,20240319,2024-03-19,CLI0302,PROD0008,SUC003,2,1165.07,0.0,0.0,1165.07,2330.14,742.38,1587.76,0.6814,372.82,2702.96,Web,Tarjeta Crédito,Completada
VEN011374,20240116,2024-01-16,CLI0644,PROD0164,SUC005,1,2767.04,0.15,415.06,2351.98,2351.98,970.12,1381.86,0.5875,376.32,2728.3,Presencial,Tarjeta Débito,Completada
VEN011375,20241207,2024-12-07,CLI0147,PROD0049,SUC004,1,192.3,0.0,0.0,192.3,192.3,90.65,101.65,0.5286,30.77,223.07,App Móvil,Tarjeta Crédito,Completada
VEN011376,20241201,2024-12-01,CLI0872,PROD0051,SUC019,1,809.48,0.0,0.0,809.48,809.48,295.38,514.1,0.6351,129.52,939.0,Presencial,Tarjeta Débito,Completada
VEN011377,20251228,2025-12-28,CLI0395,PROD0163,SUC005,3,2784.76,0.2,1670.86,2227.81,6683.43,3577.29,3106.14,0.4648,1069.35,7752.78,Presencial,OXXO Pay,Completada
VEN011378,20241221,2024-12-21,CLI0018,PROD0118,SUC010,2,167.36,0.05,16.74,158.99,317.98,181.36,136.62,0.4296,50.88,368.86,Web,OXXO Pay,Completada
VEN011379,20240825,2024-08-25,CLI0308,PROD0126,SUC015,2,146.23,0.2,58.49,116.98,233.96,201.66,32.3,0.1381,37.43,271.39,Web,Efectivo,Completada
VEN011380,20251124,2025-11-24,CLI0783,PROD0114,SUC014,3,666.99,0.0,0.0,666.99,-2000.97,1358.07,-642.9,0.3213,320.16,2321.13,Presencial,Efectivo,Devuelta
VEN011381,20241228,2024-12-28,CLI0863,PROD0013,SUC020,4,292.63,0.0,0.0,292.63,1170.52,515.16,655.36,0.5599,187.28,1357.8,Presencial,OXXO Pay,Completada
VEN011382,20250408,2025-04-08,CLI0570,PROD0189,SUC020,5,620.8,0.0,0.0,620.8,3104.0,2209.1,894.9,0.2883,496.64,3600.64,App Móvil,Tarjeta Crédito,Completada
VEN011383,20240403,2024-04-03,CLI0298,PROD0173,SUC012,2,1537.34,0.15,461.2,1306.74,2613.48,2083.4,530.08,0.2028,418.16,3031.64,App Móvil,Tarjeta Débito,Completada
VEN011384,20241121,2024-11-21,CLI0530,PROD0033,SUC016,1,106.87,0.0,0.0,106.87,106.87,42.06,64.81,0.6064,17.1,123.97,Presencial,Tarjeta Crédito,Completada
VEN011385,20251213,2025-12-13,CLI0839,PROD0138,SUC009,1,3007.61,0.0,0.0,3007.61,3007.61,639.12,2368.49,0.7875,481.22,3488.83,App Móvil,Tarjeta Crédito,Completada
VEN011386,20250329,2025-03-29,CLI0322,PROD0060,SUC010,1,407.29,0.0,0.0,407.29,407.29,140.43,266.86,0.6552,65.17,472.46,Presencial,Tarjeta Crédito,Completada
VEN011387,20241107,2024-11-07,CLI0392,PROD0114,SUC002,1,666.99,0.0,0.0,666.99,666.99,452.69,214.3,0.3213,106.72,773.71,Presencial,Tarjeta Crédito,Cancelada
VEN011388,20250503,2025-05-03,CLI0542,PROD0022,SUC014,4,984.35,0.1,393.74,885.92,3543.68,1567.08,1976.6,0.5578,566.99,4110.67,Web,Tarjeta Crédito,Completada
VEN011389,20251201,2025-12-01,CLI0894,PROD0083,SUC007,2,328.08,0.0,0.0,328.08,656.16,314.76,341.4,0.5203,104.99,761.15,App Móvil,Efectivo,Completada
VEN011390,20240913,2024-09-13,CLI0585,PROD0016,SUC002,1,280.34,0.05,14.02,266.32,266.32,112.81,153.51,0.5764,42.61,308.93,Presencial,Efectivo,Completada
VEN011391,20250107,2025-01-07,CLI0194,PROD0083,SUC002,2,328.08,0.0,0.0,328.08,656.16,314.76,341.4,0.5203,104.99,761.15,App Móvil,Tarjeta Crédito,Completada
VEN011392,20251218,2025-12-18,CLI0080,PROD0033,SUC015,1,106.87,0.2,21.37,85.5,85.5,42.06,43.44,0.5081,13.68,99.18,Presencial,Tarjeta Débito,Completada
VEN011393,20240528,2024-05-28,CLI0085,PROD0066,SUC006,1,304.86,0.0,0.0,304.86,304.86,105.51,199.35,0.6539,48.78,353.64,Presencial,Tarjeta Crédito,Completada
VEN011394,20250719,2025-07-19,CLI0952,PROD0112,SUC016,4,173.36,0.0,0.0,173.36,693.44,394.72,298.72,0.4308,110.95,804.39,App Móvil,Efectivo,Completada
VEN011395,20250424,2025-04-24,CLI0824,PROD0163,SUC019,1,2784.76,0.0,0.0,2784.76,2784.76,1192.43,1592.33,0.5718,445.56,3230.32,Presencial,Tarjeta Crédito,Completada
VEN011396,20250602,2025-06-02,CLI0768,PROD0022,SUC008,4,984.35,0.0,0.0,984.35,3937.4,1567.08,2370.32,0.602,629.98,4567.38,Presencial,Efectivo,Completada
VEN011397,20241109,2024-11-09,CLI0496,PROD0168,SUC017,2,258.68,0.0,0.0,258.68,517.36,288.68,228.68,0.442,82.78,600.14,App Móvil,Tarjeta Débito,Completada
VEN011398,20241020,2024-10-20,CLI0671,PROD0058,SUC010,5,462.07,0.0,0.0,462.07,-2310.35,666.75,-1643.6,0.7114,369.66,2680.01,App Móvil,Tarjeta Crédito,Devuelta
VEN011399,20250607,2025-06-07,CLI0119,PROD0153,SUC016,1,3220.59,0.0,0.0,3220.59,3220.59,1311.1,1909.49,0.5929,515.29,3735.88,Presencial,Tarjeta Débito,Completada
VEN011400,20240714,2024-07-14,CLI0621,PROD0077,SUC008,1,68.4,0.0,0.0,68.4,68.4,43.94,24.46,0.3576,10.94,79.34,Presencial,Tarjeta Débito,Completada
VEN011401,20241205,2024-12-05,CLI0811,PROD0159,SUC019,5,2910.17,0.0,0.0,2910.17,14550.85,4823.6,9727.25,0.6685,2328.14,16878.99,Web,Tarjeta Crédito,Completada
VEN011402,20240611,2024-06-11,CLI0055,PROD0110,SUC020,4,97.04,0.3,116.45,67.93,271.72,267.36,4.36,0.016,43.48,315.2,Web,Tarjeta Débito,Completada
VEN011403,20240112,2024-01-12,CLI0300,PROD0077,SUC009,2,68.4,0.05,6.84,64.98,129.96,87.88,42.08,0.3238,20.79,150.75,Presencial,Efectivo,Completada
VEN011404,20251221,2025-12-21,CLI0103,PROD0046,SUC005,4,498.77,0.1,199.51,448.89,1795.56,995.56,800.0,0.4455,287.29,2082.85,Presencial,OXXO Pay,Completada
VEN011405,20241208,2024-12-08,CLI0256,PROD0191,SUC015,2,2103.38,0.0,0.0,2103.38,4206.76,2329.28,1877.48,0.4463,673.08,4879.84,App Móvil,Efectivo,Completada
VEN011406,20251221,2025-12-21,CLI0774,PROD0137,SUC012,3,3252.66,0.05,487.9,3090.03,9270.09,2387.79,6882.3,0.7424,1483.21,10753.3,App Móvil,Tarjeta Crédito,Completada
VEN011407,20240511,2024-05-11,CLI0336,PROD0055,SUC020,3,646.82,0.0,0.0,646.82,1940.46,923.07,1017.39,0.5243,310.47,2250.93,App Móvil,Efectivo,Completada
VEN011408,20250326,2025-03-26,CLI0689,PROD0022,SUC017,2,984.35,0.0,0.0,984.35,1968.7,783.54,1185.16,0.602,314.99,2283.69,Presencial,Tarjeta Crédito,Completada
VEN011409,20240627,2024-06-27,CLI0775,PROD0131,SUC017,5,162.86,0.0,0.0,162.86,814.3,457.3,357.0,0.4384,130.29,944.59,Presencial,Tarjeta Débito,Completada
VEN011410,20250930,2025-09-30,CLI0818,PROD0197,SUC015,2,580.63,0.05,58.06,551.6,1103.2,674.92,428.28,0.3882,176.51,1279.71,Presencial,Efectivo,Completada
VEN011411,20250923,2025-09-23,CLI0878,PROD0039,SUC009,4,526.35,0.2,421.08,421.08,1684.32,1042.8,641.52,0.3809,269.49,1953.81,Presencial,Tarjeta Crédito,Completada
VEN011412,20240421,2024-04-21,CLI0598,PROD0175,SUC019,2,867.23,0.0,0.0,867.23,1734.46,996.1,738.36,0.4257,277.51,2011.97,Web,Tarjeta Crédito,Completada
VEN011413,20251202,2025-12-02,CLI0280,PROD0016,SUC010,4,280.34,0.05,56.07,266.32,1065.28,451.24,614.04,0.5764,170.44,1235.72,Presencial,Tarjeta Crédito,Completada
VEN011414,20240619,2024-06-19,CLI0143,PROD0187,SUC010,2,1709.44,0.0,0.0,1709.44,-3418.88,2543.98,-874.9,0.2559,547.02,3965.9,Presencial,OXXO Pay,Devuelta
VEN011415,20250423,2025-04-23,CLI0505,PROD0123,SUC005,5,230.07,0.0,0.0,230.07,1150.35,628.0,522.35,0.4541,184.06,1334.41,App Móvil,Tarjeta Débito,Completada
VEN011416,20251227,2025-12-27,CLI0096,PROD0051,SUC008,1,809.48,0.0,0.0,809.48,809.48,295.38,514.1,0.6351,129.52,939.0,Presencial,Tarjeta Débito,Completada
VEN011417,20251121,2025-11-21,CLI0914,PROD0045,SUC001,1,750.6,0.0,0.0,750.6,750.6,199.28,551.32,0.7345,120.1,870.7,Teléfono,Tarjeta Débito,Completada
VEN011418,20251217,2025-12-17,CLI0449,PROD0105,SUC014,1,484.09,0.0,0.0,484.09,484.09,248.34,235.75,0.487,77.45,561.54,App Móvil,Efectivo,Completada
VEN011419,20241106,2024-11-06,CLI0878,PROD0095,SUC013,2,81.29,0.0,0.0,81.29,162.58,86.36,76.22,0.4688,26.01,188.59,Presencial,Tarjeta Débito,Completada
VEN011420,20240414,2024-04-14,CLI0709,PROD0175,SUC010,2,867.23,0.0,0.0,867.23,1734.46,996.1,738.36,0.4257,277.51,2011.97,Presencial,Tarjeta Débito,Completada
VEN011421,20240612,2024-06-12,CLI0860,PROD0128,SUC020,1,638.65,0.0,0.0,638.65,638.65,405.42,233.23,0.3652,102.18,740.83,Web,Tarjeta Crédito,Completada
VEN011422,20241231,2024-12-31,CLI0887,PROD0083,SUC015,2,328.08,0.05,32.81,311.68,623.36,314.76,308.6,0.4951,99.74,723.1,App Móvil,Tarjeta Débito,Completada
VEN011423,20251003,2025-10-03,CLI0049,PROD0178,SUC006,3,2127.99,0.0,0.0,2127.99,6383.97,3766.53,2617.44,0.41,1021.44,7405.41,Web,Efectivo,Completada
VEN011424,20240516,2024-05-16,CLI0726,PROD0095,SUC009,2,81.29,0.0,0.0,81.29,162.58,86.36,76.22,0.4688,26.01,188.59,Presencial,Efectivo,Completada
VEN011425,20250522,2025-05-22,CLI0219,PROD0156,SUC011,2,2425.74,0.0,0.0,2425.74,4851.48,1648.54,3202.94,0.6602,776.24,5627.72,Teléfono,Efectivo,Completada
VEN011426,20241027,2024-10-27,CLI0992,PROD0152,SUC012,5,2690.39,0.0,0.0,2690.39,13451.95,4955.7,8496.25,0.6316,2152.31,15604.26,Presencial,Tarjeta Crédito,Completada
VEN011427,20241105,2024-11-05,CLI0779,PROD0175,SUC007,4,867.23,0.0,0.0,867.23,3468.92,1992.2,1476.72,0.4257,555.03,4023.95,App Móvil,Transferencia,Completada
VEN011428,20250523,2025-05-23,CLI0002,PROD0008,SUC007,3,1165.07,0.1,349.52,1048.56,3145.68,1113.57,2032.11,0.646,503.31,3648.99,Presencial,Efectivo,Completada
VEN011429,20241221,2024-12-21,CLI0930,PROD0093,SUC008,5,351.19,0.0,0.0,351.19,1755.95,905.0,850.95,0.4846,280.95,2036.9,App Móvil,Efectivo,Completada
VEN011430,20251018,2025-10-18,CLI0294,PROD0068,SUC020,5,573.65,0.0,0.0,573.65,2868.25,1068.15,1800.1,0.6276,458.92,3327.17,Web,Tarjeta Crédito,Completada
VEN011431,20240519,2024-05-19,CLI0425,PROD0073,SUC009,3,446.74,0.0,0.0,446.74,1340.22,740.73,599.49,0.4473,214.44,1554.66,Presencial,Tarjeta Crédito,Completada
VEN011432,20250930,2025-09-30,CLI0610,PROD0068,SUC009,1,573.65,0.0,0.0,573.65,573.65,213.63,360.02,0.6276,91.78,665.43,Presencial,Tarjeta Débito,Completada
VEN011433,20240301,2024-03-01,CLI0918,PROD0151,SUC015,3,999.52,0.0,0.0,999.52,2998.56,1332.87,1665.69,0.5555,479.77,3478.33,Teléfono,Tarjeta Crédito,Completada
VEN011434,20240618,2024-06-18,CLI0930,PROD0047,SUC004,5,497.29,0.2,497.29,397.83,1989.15,833.7,1155.45,0.5809,318.26,2307.41,Web,Efectivo,Completada
VEN011435,20250519,2025-05-19,CLI0567,PROD0068,SUC014,2,573.65,0.05,57.36,544.97,1089.94,427.26,662.68,0.608,174.39,1264.33,Presencial,Efectivo,Completada
VEN011436,20251110,2025-11-10,CLI0322,PROD0027,SUC014,1,483.41,0.0,0.0,483.41,483.41,261.52,221.89,0.459,77.35,560.76,App Móvil,Tarjeta Crédito,Completada
VEN011437,20240822,2024-08-22,CLI0278,PROD0036,SUC002,1,577.43,0.0,0.0,577.43,577.43,284.5,292.93,0.5073,92.39,669.82,Web,Tarjeta Débito,Completada
VEN011438,20241031,2024-10-31,CLI0370,PROD0109,SUC005,2,427.14,0.0,0.0,427.14,854.28,587.24,267.04,0.3126,136.68,990.96,App Móvil,OXXO Pay,Completada
VEN011439,20250210,2025-02-10,CLI0168,PROD0014,SUC010,2,1109.32,0.3,665.59,776.52,1553.04,837.54,715.5,0.4607,248.49,1801.53,Presencial,OXXO Pay,Cancelada
VEN011440,20240709,2024-07-09,CLI0666,PROD0025,SUC017,1,121.13,0.0,0.0,121.13,121.13,40.76,80.37,0.6635,19.38,140.51,Presencial,Transferencia,Cancelada
VEN011441,20251018,2025-10-18,CLI0530,PROD0079,SUC015,1,184.88,0.15,27.73,157.15,157.15,96.86,60.29,0.3836,25.14,182.29,Presencial,OXXO Pay,Completada
VEN011442,20250913,2025-09-13,CLI0775,PROD0005,SUC018,1,378.89,0.05,18.94,359.95,-359.95,154.66,-205.29,0.5703,57.59,417.54,Presencial,Tarjeta Crédito,Devuelta
VEN011443,20240513,2024-05-13,CLI0085,PROD0016,SUC018,2,280.34,0.0,0.0,280.34,560.68,225.62,335.06,0.5976,89.71,650.39,Presencial,Efectivo,Completada
VEN011444,20241219,2024-12-19,CLI0408,PROD0160,SUC011,1,2849.84,0.0,0.0,2849.84,2849.84,761.19,2088.65,0.7329,455.97,3305.81,Presencial,Tarjeta Débito,Completada
VEN011445,20250914,2025-09-14,CLI0235,PROD0154,SUC013,2,3428.4,0.15,1028.52,2914.14,5828.28,2831.18,2997.1,0.5142,932.52,6760.8,Presencial,Tarjeta Débito,Completada
VEN011446,20241104,2024-11-04,CLI0538,PROD0051,SUC019,3,809.48,0.1,242.84,728.53,-2185.59,886.14,-1299.45,0.5946,349.69,2535.28,Presencial,Efectivo,Devuelta
VEN011447,20250507,2025-05-07,CLI0471,PROD0051,SUC016,2,809.48,0.05,80.95,769.01,1538.02,590.76,947.26,0.6159,246.08,1784.1,Presencial,Tarjeta Débito,Completada
VEN011448,20240220,2024-02-20,CLI0455,PROD0181,SUC009,1,2065.23,0.25,516.31,1548.92,1548.92,1167.47,381.45,0.2463,247.83,1796.75,Presencial,Tarjeta Crédito,Completada
VEN011449,20250418,2025-04-18,CLI0321,PROD0003,SUC009,5,113.02,0.2,113.02,90.42,452.1,265.75,186.35,0.4122,72.34,524.44,Presencial,Tarjeta Crédito,Completada
VEN011450,20240518,2024-05-18,CLI0728,PROD0092,SUC009,4,409.89,0.0,0.0,409.89,1639.56,937.52,702.04,0.4282,262.33,1901.89,Presencial,Tarjeta Crédito,Completada
VEN011451,20251101,2025-11-01,CLI0485,PROD0095,SUC011,5,81.29,0.0,0.0,81.29,406.45,215.9,190.55,0.4688,65.03,471.48,Presencial,Tarjeta Crédito,Completada
VEN011452,20241111,2024-11-11,CLI0189,PROD0133,SUC009,2,194.05,0.0,0.0,194.05,388.1,196.38,191.72,0.494,62.1,450.2,App Móvil,Efectivo,Completada
